GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Residence,Playstyle,GAD_T,SWL_T,SPIN_T
1,1,1,3,1,1,1,Somewhat difficult,1,2,1,2,1,Other,PC,20.0,having_fun,undefined,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,Male,25,Student at college / university,Hungary,singleplayer,9,7,39.0
0,0,2,1,0,1,0,Not difficult at all,6,5,6,4,3,League of Legends,PC,10.0,having_fun,silver,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,Male,22,Student at college / university,USA,multiplayer - online - with online acquaintances or teammates,4,24,27.0
0,0,0,0,0,1,1,Not difficult at all,5,5,6,4,3,League of Legends,PC,25.0,winning,undefined,5.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,Male,18,Student at school,USA,multiplayer - online - with real life friends,2,23,27.0
0,0,2,1,0,2,1,Somewhat difficult,2,2,5,5,5,League of Legends,PC,40.0,having_fun,undefined,10.0,2.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,Male,18,Student at school,Sweden,multiplayer - online - with real life friends,6,19,24.0
1,0,2,3,1,2,0,Not difficult at all,5,4,4,2,1,League of Legends,PC,6.0,having_fun,undefined,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,Male,19,Student at college / university,USA,multiplayer - online - with real life friends,9,16,7.0
1,1,1,1,2,0,0,Somewhat difficult,3,3,4,3,2,League of Legends,PC,21.0,improving,undefined,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,Male,21,Student at college / university,Singapore,multiplayer - online - with strangers,6,15,33.0
1,1,0,0,0,0,0,Somewhat difficult,6,6,6,5,5,League of Legends,PC,12.0,having_fun,undefined,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Male,23,Student at college / university,Germany,multiplayer - online - with real life friends,2,28,6.0
1,1,1,1,0,1,0,Somewhat difficult,3,3,4,4,5,League of Legends,PC,50.0,winning,undefined,5.0,0.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0,4.0,0.0,4.0,5.0,Male,19,Student at school,Norway,multiplayer - online - with strangers,5,19,14.0
2,2,2,3,0,1,0,Somewhat difficult,1,1,3,1,1,Heroes of the Storm,PC,15.0,improving,gold,4.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,Male,25,Employed,France,multiplayer - online - with online acquaintances or teammates,10,7,27.0
0,0,0,0,2,0,1,Not difficult at all,6,4,7,4,3,League of Legends,PC,35.0,having_fun,undefined,5.0,1.0,3.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,Male,18,Employed,Norway,multiplayer - online - with online acquaintances or teammates,3,24,35.0
3,2,3,0,0,1,1,Somewhat difficult,5,6,7,6,3,League of Legends,PC,12.0,winning,undefined,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,Male,18,Student at school,USA,multiplayer - online - with strangers,10,27,51.0
0,0,0,0,0,0,0,Not difficult at all,2,2,4,2,1,League of Legends,PC,15.0,having_fun,undefined,20.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,21,Unemployed / between jobs,France,multiplayer - online - with strangers,0,11,7.0
1,1,1,0,0,0,0,Not difficult at all,2,2,2,2,2,League of Legends,PC,5.0,having_fun,undefined,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,19,Student at college / university,Canada,multiplayer - online - with real life friends,3,10,14.0
2,1,1,0,0,1,1,Not difficult at all,5,6,6,4,3,League of Legends,PC,40.0,improving,undefined,30.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,19,Student at college / university,Canada,multiplayer - online - with strangers,6,24,14.0
0,0,0,0,0,0,0,Not difficult at all,4,5,4,4,4,League of Legends,PC,40.0,improving,undefined,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Male,21,Student at college / university,Canada,multiplayer - online - with real life friends,0,21,14.0
2,3,2,1,2,2,2,Somewhat difficult,2,1,1,1,2,Other,PC,25.0,relaxing,unranked,10.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,Male,28,Unemployed / between jobs,Austria,other,14,7,46.0
0,0,0,0,0,0,0,Not difficult at all,6,7,6,4,2,League of Legends,PC,10.0,improving,undefined,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,Male,18,Student at college / university,Denmark,multiplayer - online - with strangers,0,25,13.0
0,0,0,0,0,0,0,Not difficult at all,3,5,6,6,5,Starcraft 2,PC,5.0,improving,gold,12.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,35,Employed,USA,multiplayer - online - with strangers,0,25,4.0
0,0,0,0,0,1,0,Not difficult at all,6,6,5,6,2,League of Legends,PC,35.0,winning,undefined,16.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,Male,24,Employed,Austria,multiplayer - online - with real life friends,1,25,10.0
0,1,1,3,1,0,0,Not difficult at all,1,2,2,1,1,League of Legends,PC,8.0,winning,undefined,30.0,4.0,3.0,4.0,4.0,0.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,0.0,4.0,4.0,3.0,2.0,2.0,Male,21,Student at college / university,USA,multiplayer - online - with strangers,6,7,50.0
0,0,0,1,0,0,0,Not difficult at all,4,4,5,2,3,League of Legends,PC,20.0,improving,undefined,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,19,Student at school,Austria,multiplayer - online - with real life friends,1,18,0.0
3,3,3,2,3,3,0,Very difficult,2,5,5,3,6,League of Legends,PC,10.0,having_fun,undefined,2.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,Male,20,Student at college / university,France,multiplayer - online - with strangers,17,21,30.0
0,0,0,0,0,0,1,Not difficult at all,6,6,6,6,6,League of Legends,PC,14.0,winning,undefined,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Student at school,Canada,multiplayer - online - with real life friends,1,30,0.0
0,0,0,0,0,0,0,Not difficult at all,5,5,6,2,1,League of Legends,PC,28.0,improving,undefined,14.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Male,18,Student at college / university,Argentina,multiplayer - online - with strangers,0,19,9.0
0,0,0,0,0,0,0,Not difficult at all,3,6,6,6,5,League of Legends,PC,13.0,having_fun,undefined,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,27,Employed,Austria,multiplayer - online - with strangers,0,26,3.0
0,0,0,0,0,2,1,Somewhat difficult,7,7,7,7,3,League of Legends,PC,25.0,having_fun,undefined,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,24,Employed,USA,multiplayer - online - with strangers,3,31,0.0
0,0,0,0,0,0,0,Not difficult at all,7,7,7,7,7,League of Legends,PC,25.0,improving,undefined,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Male,18,Student at college / university,Brazil,multiplayer - online - with strangers,0,35,6.0
0,0,0,0,0,1,1,Very difficult,3,6,6,3,2,League of Legends,PC,45.0,improving,diamond,15.0,0.0,4.0,2.0,1.0,0.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,0.0,1.0,3.0,0.0,1.0,3.0,Male,20,Student at college / university,Germany,multiplayer - online - with strangers,2,20,31.0
2,2,3,1,0,1,0,Somewhat difficult,2,5,1,2,1,League of Legends,PC,10.0,having_fun,undefined,15.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,Female,18,Student at college / university,USA,multiplayer - online - with online acquaintances or teammates,9,11,14.0
0,0,0,0,0,0,0,Not difficult at all,6,7,6,6,6,League of Legends,PC,20.0,improving,undefined,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,19,Student at college / university,Germany,multiplayer - online - with online acquaintances or teammates,0,31,5.0
0,2,2,1,0,0,2,Somewhat difficult,3,6,7,3,1,Other,PC,20.0,improving,unranked,35.0,2.0,1.0,0.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,Male,19,Student at college / university,Netherlands,multiplayer - online - with strangers,7,20,42.0
0,0,0,0,0,1,0,Not difficult at all,2,3,5,2,3,League of Legends,PC,12.0,having_fun,undefined,15.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Male,25,Employed,Sweden,other,1,15,6.0
0,0,0,0,1,1,1,Not difficult at all,3,4,2,2,2,League of Legends,PC,25.0,winning,undefined,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,21,Unemployed / between jobs,Germany,multiplayer - online - with real life friends,3,13,17.0
0,0,0,0,0,1,0,Not difficult at all,2,6,3,4,7,League of Legends,PC,15.0,relaxing,undefined,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,20,Employed,USA,multiplayer - online - with online acquaintances or teammates,1,22,14.0
2,2,2,2,0,3,3,Somewhat difficult,4,2,3,3,1,League of Legends,PC,50.0,winning,undefined,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,18,Student at school,Germany,multiplayer - online - with online acquaintances or teammates,14,13,2.0
0,0,0,0,0,1,0,Not difficult at all,2,3,4,4,5,League of Legends,PC,20.0,having_fun,platinum,20.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,29,Employed,Italy,multiplayer - online - with strangers,1,18,7.0
3,3,3,2,2,1,3,Extremely difficult,2,4,3,5,5,League of Legends,PC,14.0,improving,undefined,20.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,4.0,4.0,2.0,2.0,2.0,Female,22,Unemployed / between jobs,UK,multiplayer - offline (people in the same room),17,19,53.0
1,0,1,0,0,1,0,Not difficult at all,2,2,2,3,3,League of Legends,PC,27.0,having_fun,undefined,20.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,Male,19,Student at school,USA,multiplayer - online - with real life friends,3,12,33.0
1,0,2,2,1,0,0,Not difficult at all,2,3,2,3,5,Other,"Console (PS, Xbox, ...)",10.0,relaxing,undefined,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,Male,22,Unemployed / between jobs,USA,singleplayer,6,15,18.0
1,1,1,2,1,3,2,Somewhat difficult,3,4,4,2,2,League of Legends,PC,20.0,having_fun,undefined,6.0,0.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,0.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,4.0,Male,21,Student at college / university,Portugal,multiplayer - online - with online acquaintances or teammates,11,15,35.0
0,0,0,0,0,0,0,Not difficult at all,3,4,3,2,1,League of Legends,PC,14.0,having_fun,undefined,4.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Male,21,Student at college / university,Nicaragua,multiplayer - online - with online acquaintances or teammates,0,13,17.0
0,0,0,0,3,0,0,Not difficult at all,5,6,5,6,5,League of Legends,PC,15.0,improving,undefined,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,21,Student at college / university,UK,multiplayer - online - with real life friends,3,27,5.0
1,1,2,2,3,3,1,Somewhat difficult,2,4,5,1,1,League of Legends,PC,25.0,improving,silver,10.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,Male,18,Student at school,USA,multiplayer - online - with online acquaintances or teammates,13,13,45.0
0,0,0,0,0,0,0,Somewhat difficult,3,3,3,3,3,League of Legends,PC,35.0,winning,undefined,10.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,Male,20,Student at college / university,USA,multiplayer - online - with online acquaintances or teammates,0,15,51.0
0,1,1,1,0,0,0,Not difficult at all,1,3,1,1,1,League of Legends,PC,20.0,having_fun,undefined,5.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Male,26,Employed,Norway,multiplayer - online - with strangers,3,7,19.0
1,1,1,1,1,2,0,Not difficult at all,5,4,5,5,5,League of Legends,PC,6.0,improving,silver,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Male,23,Employed,USA,multiplayer - online - with strangers,7,24,6.0
2,0,3,0,0,2,0,Not difficult at all,3,3,4,2,3,League of Legends,PC,20.0,improving,silver,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,34,Employed,Canada,multiplayer - online - with online acquaintances or teammates,7,15,2.0
1,1,1,0,0,1,0,Not difficult at all,5,7,6,6,7,League of Legends,PC,20.0,improving,undefined,3.0,1.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,Female,22,Student at college / university,Poland,multiplayer - online - with online acquaintances or teammates,4,31,18.0
0,0,0,0,0,1,0,Not difficult at all,4,5,5,5,5,League of Legends,PC,14.0,having_fun,undefined,12.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,Male,20,Student at college / university,Croatia,multiplayer - online - with real life friends,1,24,22.0
3,3,3,2,0,1,3,Not difficult at all,1,2,2,1,2,League of Legends,PC,50.0,improving,undefined,5.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,1.0,2.0,Male,18,Student at school,Denmark,multiplayer - online - with online acquaintances or teammates,15,8,14.0
0,0,0,0,0,0,0,Not difficult at all,3,6,6,7,3,League of Legends,PC,10.0,improving,undefined,20.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,Male,21,Student at college / university,Argentina,multiplayer - online - with real life friends,0,25,12.0
2,1,1,1,3,0,2,Somewhat difficult,2,5,5,5,1,World of Warcraft,PC,25.0,having_fun,undefined,10.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,Male,29,Employed,UK,multiplayer - online - with online acquaintances or teammates,10,18,38.0
0,1,2,1,0,1,2,Somewhat difficult,6,6,4,5,5,League of Legends,PC,25.0,improving,undefined,30.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,4.0,Male,18,Student at college / university,Germany,multiplayer - online - with real life friends,7,26,24.0
0,0,0,0,0,0,0,Not difficult at all,6,6,6,7,5,Starcraft 2,PC,10.0,winning,undefined,10.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,27,Student at college / university,Canada,multiplayer - online - with strangers,0,30,7.0
0,0,0,0,0,0,0,Not difficult at all,3,4,6,5,3,Hearthstone,PC,20.0,improving,undefined,10.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,25,Unemployed / between jobs,USA,multiplayer - online - with strangers,0,21,19.0
1,0,0,0,0,1,0,Somewhat difficult,5,6,6,6,7,League of Legends,PC,35.0,improving,undefined,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Unemployed / between jobs,Austria,multiplayer - online - with real life friends,2,30,1.0
2,2,2,2,2,2,1,Somewhat difficult,3,3,6,1,1,Other,PC,40.0,improving,undefined,2.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,0.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,3.0,Male,23,Student at college / university,Netherlands,other,13,14,42.0
1,0,0,0,0,0,0,Not difficult at all,1,2,1,1,1,League of Legends,PC,28.0,having_fun,undefined,7.0,0.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,0.0,4.0,2.0,Male,22,Unemployed / between jobs,France,multiplayer - online - with online acquaintances or teammates,1,6,40.0
1,0,2,0,0,1,0,Not difficult at all,2,2,3,4,4,League of Legends,PC,12.0,improving,undefined,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Unemployed / between jobs,Peru,multiplayer - online - with real life friends,4,15,14.0
2,2,3,0,0,2,1,Somewhat difficult,2,5,4,1,1,League of Legends,PC,20.0,having_fun,undefined,15.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,Male,21,Student at college / university,UK,multiplayer - online - with real life friends,10,13,19.0
3,3,2,1,0,1,1,Very difficult,1,2,1,1,1,League of Legends,PC,22.0,improving,undefined,6.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,Male,20,Unemployed / between jobs,Brazil,multiplayer - online - with strangers,11,6,49.0
0,0,1,0,0,0,0,Not difficult at all,5,6,6,4,6,League of Legends,PC,17.0,winning,undefined,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,20,Student at college / university,Spain,multiplayer - online - with real life friends,1,27,6.0
1,1,1,0,0,0,1,Somewhat difficult,2,5,6,6,3,League of Legends,PC,12.0,winning,silver,8.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,22,Student at college / university,USA,multiplayer - online - with real life friends,4,22,14.0
1,0,1,0,0,2,1,Not difficult at all,6,6,7,5,7,League of Legends,PC,20.0,improving,undefined,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,21,Student at college / university,USA,multiplayer - online - with real life friends,5,31,5.0
0,0,0,0,0,0,0,Not difficult at all,6,6,7,6,6,Starcraft 2,PC,10.0,having_fun,undefined,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,27,Employed,USA,multiplayer - online - with strangers,0,31,0.0
1,0,1,0,0,0,1,Somewhat difficult,2,7,2,6,4,League of Legends,PC,18.0,relaxing,undefined,10.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,Male,18,Student at school,Switzerland,multiplayer - online - with real life friends,3,21,21.0
1,2,1,0,0,1,0,Somewhat difficult,4,5,5,5,6,League of Legends,PC,6.0,having_fun,undefined,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,4.0,Male,18,Student at college / university,Netherlands,multiplayer - online - with strangers,5,25,21.0
1,2,2,3,0,2,3,Somewhat difficult,1,1,1,1,7,League of Legends,PC,24.0,winning,undefined,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,3.0,Female,21,Unemployed / between jobs,UK,other,13,11,27.0
1,0,0,1,0,2,1,Not difficult at all,5,5,6,4,5,League of Legends,PC,48.0,improving,undefined,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,19,Employed,Norway,multiplayer - online - with real life friends,5,25,6.0
0,1,2,1,0,0,0,Somewhat difficult,1,6,2,2,1,League of Legends,PC,14.0,improving,undefined,21.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,Male,19,Student at school,Germany,multiplayer - online - with online acquaintances or teammates,4,12,17.0
0,0,0,0,0,1,0,Not difficult at all,2,6,6,5,5,League of Legends,PC,14.0,having_fun,gold,15.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,0.0,4.0,3.0,0.0,2.0,3.0,0.0,1.0,3.0,Male,18,Student at college / university,Belgium,multiplayer - online - with strangers,1,24,30.0
0,0,1,0,0,1,0,Not difficult at all,3,5,5,4,3,League of Legends,PC,10.0,improving,undefined,4.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,Male,18,Student at school,USA,multiplayer - online - with strangers,2,20,13.0
1,0,1,0,0,1,0,Not difficult at all,7,7,7,5,7,League of Legends,PC,42.0,having_fun,undefined,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,Male,18,Student at college / university,Finland,multiplayer - online - with real life friends,3,33,9.0
1,1,1,2,1,2,3,Somewhat difficult,2,4,3,1,5,League of Legends,PC,10.0,having_fun,undefined,3.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,Male,19,Student at college / university,Portugal,multiplayer - online - with online acquaintances or teammates,11,15,34.0
0,0,0,0,1,0,0,Not difficult at all,4,6,5,5,5,League of Legends,PC,16.0,improving,undefined,10.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,Male,18,Student at school,USA,multiplayer - online - with online acquaintances or teammates,1,25,13.0
0,0,0,0,0,1,0,Not difficult at all,3,6,4,3,2,League of Legends,PC,20.0,having_fun,gold,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,Male,18,Student at college / university,Canada,multiplayer - online - with online acquaintances or teammates,1,18,19.0
0,0,0,1,0,0,0,Not difficult at all,6,6,7,4,5,Other,"Console (PS, Xbox, ...)",30.0,having_fun,undefined,40.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,19,Student at college / university,Netherlands,singleplayer,1,28,8.0
2,2,2,1,0,1,3,Somewhat difficult,1,3,1,2,1,Counter Strike,PC,10.0,improving,undefined,8.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,Male,22,Student at college / university,Poland,multiplayer - online - with online acquaintances or teammates,11,8,45.0
0,0,0,0,0,2,1,Not difficult at all,2,3,3,1,1,League of Legends,PC,24.0,having_fun,undefined,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,Male,18,Student at college / university,Belize,multiplayer - online - with real life friends,3,10,18.0
0,0,0,1,0,1,0,Somewhat difficult,5,4,4,4,5,League of Legends,PC,45.0,improving,undefined,5.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,Male,19,Student at college / university,Netherlands,multiplayer - online - with real life friends,2,22,32.0
3,2,2,2,0,1,1,Extremely difficult,3,3,3,5,2,League of Legends,PC,50.0,having_fun,undefined,20.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,3.0,4.0,0.0,0.0,2.0,Male,18,Student at college / university,UK,multiplayer - online - with real life friends,11,16,14.0
1,0,1,1,0,1,0,Not difficult at all,1,1,1,1,1,Counter Strike,PC,60.0,having_fun,undefined,20.0,0.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,3.0,Female,23,Unemployed / between jobs,USA,other,4,5,14.0
